,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,|1x3 Cross validator
3885,42, Private,150568, Some-college,10, Divorced, Exec-managerial, Unmarried, White, Female,0,0,45, United-States, <=50K.
3886,19, Private,201178, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,25, United-States, <=50K.
3887,63, Private,75813, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,60, United-States, >50K.
3888,34, Local-gov,398988, Bachelors,13, Never-married, Adm-clerical, Own-child, White, Male,0,0,18, United-States, <=50K.
3889,38, Private,158363, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K.
3890,19, Private,81961, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K.
3891,34, Private,170017, HS-grad,9, Divorced, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K.
3892,21, Private,348092, HS-grad,9, Never-married, Other-service, Not-in-family, Black, Male,0,0,40, Haiti, <=50K.
3893,27, Private,54861, Some-college,10, Never-married, Sales, Not-in-family, White, Male,0,0,32, United-States, <=50K.
3894,63, Self-emp-not-inc,74991, HS-grad,9, Widowed, Farming-fishing, Unmarried, White, Male,0,0,60, United-States, <=50K.
3895,25, Private,106552, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Male,0,0,20, United-States, <=50K.
3896,51, Private,27539, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, <=50K.
3897,50, Private,268913, Masters,14, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Iran, <=50K.
3898,63, Private,199888, HS-grad,9, Divorced, Adm-clerical, Other-relative, White, Female,0,0,40, United-States, <=50K.
3899,53, Private,288216, Some-college,10, Married-spouse-absent, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K.
3900,18, Self-emp-inc,378036, 12th,8, Never-married, Farming-fishing, Own-child, White, Male,0,0,10, United-States, <=50K.
3901,41, Private,127314, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,5178,0,40, United-States, >50K.
3902,32, Private,115963, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, United-States, <=50K.
3903,19, Private,332928, 11th,7, Never-married, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K.
3904,41, Self-emp-not-inc,178510, Bachelors,13, Divorced, Sales, Not-in-family, White, Male,0,0,45, United-States, <=50K.
3905,29, Private,53147, HS-grad,9, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,37, United-States, <=50K.
3906,66, Private,115880, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,3818,0,40, United-States, <=50K.
3907,57, Private,375502, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,55, United-States, >50K.
3908,49, Self-emp-not-inc,155659, 5th-6th,3, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K.
3909,36, Private,122240, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K.
3910,33, Private,112305, Assoc-voc,11, Never-married, Other-service, Unmarried, White, Female,0,0,10, United-States, <=50K.
3911,46, Federal-gov,35136, 11th,7, Never-married, Other-service, Other-relative, Black, Male,0,0,40, United-States, <=50K.
3912,27, Private,215423, Bachelors,13, Divorced, Adm-clerical, Unmarried, White, Female,0,0,16, United-States, <=50K.
3913,24, Private,116358, HS-grad,9, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,2339,40, Philippines, <=50K.
3914,17, Private,171461, 10th,6, Never-married, Sales, Own-child, White, Female,0,0,14, United-States, <=50K.
3915,32, Private,131584, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K.
3916,40, Self-emp-inc,29520, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,0,0,65, United-States, <=50K.
3917,35, Local-gov,246463, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K.
3918,22, Private,32616, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,30, United-States, <=50K.
3919,41, Private,144144, HS-grad,9, Never-married, Handlers-cleaners, Unmarried, Black, Female,0,0,30, United-States, <=50K.
3920,75, ?,222789, HS-grad,9, Widowed, ?, Not-in-family, White, Female,0,0,9, United-States, <=50K.
3921,22, Private,227594, Bachelors,13, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K.
3922,45, Local-gov,375606, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K.
3923,46, Private,180532, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K.
3924,50, State-gov,54342, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K.
3925,31, Private,208798, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K.
3926,47, Local-gov,377401, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K.
3927,36, Self-emp-not-inc,110861, HS-grad,9, Divorced, Craft-repair, Own-child, White, Male,0,0,20, United-States, <=50K.
3928,42, Private,144594, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K.
3929,23, Private,129345, Some-college,10, Never-married, Other-service, Not-in-family, White, Male,0,0,50, United-States, <=50K.
3930,28, Private,424340, Some-college,10, Never-married, Adm-clerical, Own-child, Black, Male,0,0,40, United-States, <=50K.
3931,44, Private,187702, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K.
3932,47, State-gov,293917, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States, >50K.
3933,61, Private,160143, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,15024,0,45, United-States, >50K.
3934,50, Private,345450, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K.
3935,54, State-gov,180881, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K.
3936,18, Private,102690, 11th,7, Never-married, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K.
3937,46, Private,265371, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K.
3938,44, Private,167333, HS-grad,9, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K.
3939,50, Self-emp-inc,447144, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K.
3940,32, Private,280077, HS-grad,9, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,60, United-States, <=50K.
3941,48, Private,143920, Masters,14, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,25, United-States, <=50K.
3942,40, Private,190507, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, >50K.
3943,34, Self-emp-not-inc,59469, 11th,7, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,72, United-States, <=50K.
3944,31, Private,74501, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K.
3945,43, Self-emp-inc,215458, Doctorate,16, Never-married, Prof-specialty, Not-in-family, White, Male,99999,0,45, United-States, >50K.
3946,33, Private,281685, Assoc-voc,11, Separated, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K.
3947,62, Private,78273, Some-college,10, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, United-States, <=50K.
3948,44, Private,105475, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Puerto-Rico, <=50K.
3949,55, Private,174260, HS-grad,9, Widowed, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K.
3950,42, Self-emp-inc,149102, Assoc-voc,11, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K.
3951,42, Private,188331, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,15024,0,40, United-States, >50K.
3952,23, Private,864960, 10th,6, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K.
3953,63, Private,154526, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K.
3954,23, Private,60783, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K.
3955,32, Private,186269, HS-grad,9, Never-married, Other-service, Own-child, White, Male,2907,0,35, United-States, <=50K.
3956,30, Private,398019, 1st-4th,2, Separated, Priv-house-serv, Other-relative, White, Female,0,0,30, Mexico, <=50K.
3957,50, Federal-gov,237503, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K.
3958,19, Private,93762, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K.
3959,40, Private,59916, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K.
3960,45, Private,203264, HS-grad,9, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K.
3961,51, Self-emp-not-inc,299119, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K.
3962,29, Federal-gov,114072, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,46, United-States, >50K.
3963,18, ?,167875, Some-college,10, Never-married, ?, Own-child, White, Female,0,0,16, United-States, <=50K.
3964,64, Private,130525, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K.
3965,58, Private,71283, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,38, United-States, >50K.
3966,43, Local-gov,85440, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K.
3967,27, Private,136077, Bachelors,13, Never-married, Tech-support, Not-in-family, White, Male,0,0,50, United-States, <=50K.
3968,40, Private,222434, Bachelors,13, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, Canada, >50K.
3969,25, Private,138111, Some-college,10, Never-married, Other-service, Not-in-family, White, Male,2174,0,40, United-States, <=50K.
3970,27, Private,225746, Bachelors,13, Never-married, Adm-clerical, Own-child, Black, Male,0,0,35, United-States, <=50K.
3971,54, Private,240358, Masters,14, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, Jamaica, <=50K.
3972,25, Private,139863, 1st-4th,2, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, Mexico, <=50K.
3973,39, Private,278632, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K.
3974,51, Self-emp-not-inc,71046, Bachelors,13, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, >50K.
3975,29, Private,312985, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2129,50, United-States, <=50K.
3976,49, Federal-gov,276309, Some-college,10, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K.
3977,29, ?,199116, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,2407,0,40, Dominican-Republic, <=50K.
3978,39, Private,52870, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,30, United-States, <=50K.
3979,51, State-gov,79324, Doctorate,16, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,30, United-States, <=50K.
3980,50, Private,188882, 11th,7, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K.
3981,39, Federal-gov,72338, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K.
3982,23, ?,234108, Bachelors,13, Never-married, ?, Not-in-family, White, Male,0,0,35, United-States, <=50K.
3983,24, Private,113936, Bachelors,13, Never-married, Other-service, Not-in-family, White, Male,0,0,55, United-States, <=50K.
3984,43, Private,182521, Prof-school,15, Divorced, Prof-specialty, Unmarried, White, Female,15020,0,35, United-States, >50K.
3985,60, Private,124198, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,4386,0,84, United-States, >50K.
3986,20, Private,228960, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K.
3987,60, Self-emp-not-inc,176360, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K.
3988,35, Private,178649, Bachelors,13, Divorced, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,0,36, Philippines, <=50K.
3989,41, Private,338740, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K.
3990,31, Private,205659, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K.
3991,59, Private,258883, Assoc-voc,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K.
3992,45, Private,196638, HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,45, United-States, <=50K.
3993,43, Self-emp-not-inc,95246, Prof-school,15, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,5, United-States, >50K.
3994,20, ?,216672, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,30, United-States, <=50K.
3995,25, Private,61956, Bachelors,13, Never-married, Exec-managerial, Own-child, White, Male,4650,0,45, United-States, <=50K.
3996,33, Private,157216, Masters,14, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K.
3997,68, ?,150250, Masters,14, Married-civ-spouse, ?, Husband, White, Male,0,1510,30, United-States, <=50K.
3998,37, Private,112838, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,55, United-States, >50K.
